name,price,url,color,description
CROPPED T-SHIRT - Green | ZARA Germany,12.95 EUR,https://www.zara.com/de/en/cropped-t-shirt-p04174173.html,Green,"LOOSE FIT - ROUND NECK - SHORT - SHORT SLEEVES

Cropped T-shirt made of 100% spun cotton. Featuring a round neck and short sleeves. Side vents at the hem."
CROPPED T-SHIRT - Green | ZARA Germany,12.95 EUR,https://www.zara.com/de/en/cropped-t-shirt-p04174173.html,Green,"LOOSE FIT - ROUND NECK - SHORT - SHORT SLEEVES

Cropped T-shirt made of 100% spun cotton. Featuring a round neck and short sleeves. Side vents at the hem."
COTTON TOP - Pastel pink | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/cotton-top-p04174823.html,Pastel pink,"SLIM FIT - V-NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless V-neck top made of 100% spun cotton."
COTTON TOP - Pastel pink | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/cotton-top-p04174823.html,Pastel pink,"SLIM FIT - V-NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless V-neck top made of 100% spun cotton."
COTTON TOP - Pastel pink | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/cotton-top-p04174823.html,Pastel pink,"SLIM FIT - V-NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless V-neck top made of 100% spun cotton."
COTTON TOP - Pastel pink | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/cotton-top-p04174823.html,Pastel pink,"SLIM FIT - V-NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless V-neck top made of 100% spun cotton."
COTTON TOP - Pastel pink | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/cotton-top-p04174823.html,Pastel pink,"SLIM FIT - V-NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless V-neck top made of 100% spun cotton."
COTTON TOP - Pastel pink | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/cotton-top-p04174823.html,Pastel pink,"SLIM FIT - V-NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless V-neck top made of 100% spun cotton."
COTTON TOP - Pastel pink | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/cotton-top-p04174823.html,Pastel pink,"SLIM FIT - V-NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless V-neck top made of 100% spun cotton."
T-SHIRT WITH POCKET - striped | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/t-shirt-with-pocket-p04424156.html,striped,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% spun cotton. Featuring a round neck, short sleeves and a chest patch pocket."
T-SHIRT WITH POCKET - striped | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/t-shirt-with-pocket-p04424156.html,striped,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% spun cotton. Featuring a round neck, short sleeves and a chest patch pocket."
T-SHIRT WITH POCKET - striped | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/t-shirt-with-pocket-p04424156.html,striped,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% spun cotton. Featuring a round neck, short sleeves and a chest patch pocket."
T-SHIRT WITH POCKET - striped | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/t-shirt-with-pocket-p04424156.html,striped,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% spun cotton. Featuring a round neck, short sleeves and a chest patch pocket."
TOP WITH SHOULDER PADS - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/top-with-shoulder-pads-p00858030.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless T-shirt made of 100% spun cotton. Round neck and shoulder pads."
TOP WITH SHOULDER PADS - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/top-with-shoulder-pads-p00858030.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless T-shirt made of 100% spun cotton. Round neck and shoulder pads."
TOP WITH SHOULDER PADS - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/top-with-shoulder-pads-p00858030.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless T-shirt made of 100% spun cotton. Round neck and shoulder pads."
TOP WITH SHOULDER PADS - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/top-with-shoulder-pads-p00858030.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Sleeveless T-shirt made of 100% spun cotton. Round neck and shoulder pads."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174314.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Fitted T-shirt with a round neck and short sleeves."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174314.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Fitted T-shirt with a round neck and short sleeves."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174314.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Fitted T-shirt with a round neck and short sleeves."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174314.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Fitted T-shirt with a round neck and short sleeves."
WASHED INTERLOCK T-SHIRT - Charcoal | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-interlock-t-shirt-p04174187.html,Charcoal,"MID WEIGHT - OVERSIZE FIT - V-NECK - REGULAR LENGTH - SHORT SLEEVE  

T-shirt made of a soft and flexible elastic knitted fabric with a compact, plush and opaque weave. V-neck and short sleeve."
WASHED INTERLOCK T-SHIRT - Charcoal | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-interlock-t-shirt-p04174187.html,Charcoal,"MID WEIGHT - OVERSIZE FIT - V-NECK - REGULAR LENGTH - SHORT SLEEVE  

T-shirt made of a soft and flexible elastic knitted fabric with a compact, plush and opaque weave. V-neck and short sleeve."
WASHED INTERLOCK T-SHIRT - Charcoal | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-interlock-t-shirt-p04174187.html,Charcoal,"MID WEIGHT - OVERSIZE FIT - V-NECK - REGULAR LENGTH - SHORT SLEEVE  

T-shirt made of a soft and flexible elastic knitted fabric with a compact, plush and opaque weave. V-neck and short sleeve."
WASHED INTERLOCK T-SHIRT - Charcoal | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-interlock-t-shirt-p04174187.html,Charcoal,"MID WEIGHT - OVERSIZE FIT - V-NECK - REGULAR LENGTH - SHORT SLEEVE  

T-shirt made of a soft and flexible elastic knitted fabric with a compact, plush and opaque weave. V-neck and short sleeve."
FADED-EFFECT T-SHIRT - Pink | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/faded-effect-t-shirt-p03854800.html,Pink,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

Round neck T-shirt with short sleeves. 

Due to the dyeing and fading process, the colour on each garment is unique and special, therefore it may differ from what is shown in the photo."
FADED-EFFECT T-SHIRT - Pink | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/faded-effect-t-shirt-p03854800.html,Pink,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

Round neck T-shirt with short sleeves. 

Due to the dyeing and fading process, the colour on each garment is unique and special, therefore it may differ from what is shown in the photo."
FADED-EFFECT T-SHIRT - Pink | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/faded-effect-t-shirt-p03854800.html,Pink,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

Round neck T-shirt with short sleeves. 

Due to the dyeing and fading process, the colour on each garment is unique and special, therefore it may differ from what is shown in the photo."
FADED-EFFECT T-SHIRT - Pink | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/faded-effect-t-shirt-p03854800.html,Pink,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

Round neck T-shirt with short sleeves. 

Due to the dyeing and fading process, the colour on each garment is unique and special, therefore it may differ from what is shown in the photo."
RIBBED VEST TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-vest-top-p03253325.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - NORMAL LENGTH - STRAPS


Strappy round neck top. Visible seam detail on the back."
RIBBED VEST TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-vest-top-p03253325.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - NORMAL LENGTH - STRAPS


Strappy round neck top. Visible seam detail on the back."
RIBBED VEST TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-vest-top-p03253325.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - NORMAL LENGTH - STRAPS


Strappy round neck top. Visible seam detail on the back."
RIBBED VEST TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-vest-top-p03253325.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - NORMAL LENGTH - STRAPS


Strappy round neck top. Visible seam detail on the back."
FADED SHORT SLEEVE T-SHIRT - White | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/faded-short-sleeve-t-shirt-p04424014.html,White,"MID WEIGHT - REGULAR FIT- ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

Round neck T-shirt with short sleeves."
FADED SHORT SLEEVE T-SHIRT - White | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/faded-short-sleeve-t-shirt-p04424014.html,White,"MID WEIGHT - REGULAR FIT- ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

Round neck T-shirt with short sleeves."
FADED SHORT SLEEVE T-SHIRT - White | ZARA Germany,8.95 EUR,https://www.zara.com/de/en/faded-short-sleeve-t-shirt-p04424014.html,White,"MID WEIGHT - REGULAR FIT- ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

Round neck T-shirt with short sleeves."
RIBBED CROPPED HALTER TOP - Black | ZARA Germany,5.95 EUR,https://www.zara.com/de/en/ribbed-cropped-halter-top-p03253324.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - SLEEVELESS - CROPPED

Cropped T-shirt made of a cotton blend fabric. Round neck, sleeveless. Ribbed trims."
RIBBED CROPPED HALTER TOP - Black | ZARA Germany,5.95 EUR,https://www.zara.com/de/en/ribbed-cropped-halter-top-p03253324.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - SLEEVELESS - CROPPED

Cropped T-shirt made of a cotton blend fabric. Round neck, sleeveless. Ribbed trims."
RIBBED CROPPED HALTER TOP - Black | ZARA Germany,5.95 EUR,https://www.zara.com/de/en/ribbed-cropped-halter-top-p03253324.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - SLEEVELESS - CROPPED

Cropped T-shirt made of a cotton blend fabric. Round neck, sleeveless. Ribbed trims."
RIBBED CROPPED HALTER TOP - Black | ZARA Germany,5.95 EUR,https://www.zara.com/de/en/ribbed-cropped-halter-top-p03253324.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - SLEEVELESS - CROPPED

Cropped T-shirt made of a cotton blend fabric. Round neck, sleeveless. Ribbed trims."
RIBBED CROPPED HALTER TOP - Black | ZARA Germany,5.95 EUR,https://www.zara.com/de/en/ribbed-cropped-halter-top-p03253324.html,Black,"MID WEIGHT - SLIM FIT - ROUND NECK - SLEEVELESS - CROPPED

Cropped T-shirt made of a cotton blend fabric. Round neck, sleeveless. Ribbed trims."
COTTON AND MODAL CROP TOP - White | ZARA Germany,6.95 EUR,https://www.zara.com/de/en/cotton-and-modal-crop-top-p03641325.html,White,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Top made of a cotton and modal blend fabric. Round neck and very short sleeves."
COTTON AND MODAL CROP TOP - White | ZARA Germany,6.95 EUR,https://www.zara.com/de/en/cotton-and-modal-crop-top-p03641325.html,White,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Top made of a cotton and modal blend fabric. Round neck and very short sleeves."
COTTON AND MODAL CROP TOP - White | ZARA Germany,6.95 EUR,https://www.zara.com/de/en/cotton-and-modal-crop-top-p03641325.html,White,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Top made of a cotton and modal blend fabric. Round neck and very short sleeves."
COTTON AND MODAL CROP TOP - White | ZARA Germany,6.95 EUR,https://www.zara.com/de/en/cotton-and-modal-crop-top-p03641325.html,White,"MID WEIGHT - SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVES

Top made of a cotton and modal blend fabric. Round neck and very short sleeves."
SHORT SLEEVE T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174012.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% cotton. Round neck and short turn-up sleeves."
SHORT SLEEVE T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174012.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% cotton. Round neck and short turn-up sleeves."
SHORT SLEEVE T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174012.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% cotton. Round neck and short turn-up sleeves."
SHORT SLEEVE T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p04174012.html,White,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% cotton. Round neck and short turn-up sleeves."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p03431451.html,Black,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of a spun cotton and 20% lyocell blend. Round neck and short sleeves."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p03431451.html,Black,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of a spun cotton and 20% lyocell blend. Round neck and short sleeves."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p03431451.html,Black,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of a spun cotton and 20% lyocell blend. Round neck and short sleeves."
SHORT SLEEVE T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-t-shirt-p03431451.html,Black,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of a spun cotton and 20% lyocell blend. Round neck and short sleeves."
BASIC COTTON T-SHIRT - White | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/basic-cotton-t-shirt-p03253332.html,White,"MID WEIGHT - REGULAR FIT - V-NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of spun cotton. Featuring a V-neckline and short sleeves."
BASIC COTTON T-SHIRT - White | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/basic-cotton-t-shirt-p03253332.html,White,"MID WEIGHT - REGULAR FIT - V-NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of spun cotton. Featuring a V-neckline and short sleeves."
BASIC COTTON T-SHIRT - White | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/basic-cotton-t-shirt-p03253332.html,White,"MID WEIGHT - REGULAR FIT - V-NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of spun cotton. Featuring a V-neckline and short sleeves."
BASIC COTTON T-SHIRT - White | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/basic-cotton-t-shirt-p03253332.html,White,"MID WEIGHT - REGULAR FIT - V-NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of spun cotton. Featuring a V-neckline and short sleeves."
BASIC COTTON T-SHIRT - White | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/basic-cotton-t-shirt-p03253332.html,White,"MID WEIGHT - REGULAR FIT - V-NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of spun cotton. Featuring a V-neckline and short sleeves."
SHORT SLEEVE INTERLOCK T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-interlock-t-shirt-p04174178.html,Black,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of stretchy and flexible knit fabric with a compact, soft and opaque weave. Featuring a round neck and short sleeves."
SHORT SLEEVE INTERLOCK T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-interlock-t-shirt-p04174178.html,Black,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of stretchy and flexible knit fabric with a compact, soft and opaque weave. Featuring a round neck and short sleeves."
SHORT SLEEVE INTERLOCK T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-interlock-t-shirt-p04174178.html,Black,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of stretchy and flexible knit fabric with a compact, soft and opaque weave. Featuring a round neck and short sleeves."
SHORT SLEEVE INTERLOCK T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-interlock-t-shirt-p04174178.html,Black,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of stretchy and flexible knit fabric with a compact, soft and opaque weave. Featuring a round neck and short sleeves."
SHORT SLEEVE INTERLOCK T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-interlock-t-shirt-p04174178.html,Black,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of stretchy and flexible knit fabric with a compact, soft and opaque weave. Featuring a round neck and short sleeves."
SHORT SLEEVE INTERLOCK T-SHIRT - Black | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/short-sleeve-interlock-t-shirt-p04174178.html,Black,"REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of stretchy and flexible knit fabric with a compact, soft and opaque weave. Featuring a round neck and short sleeves."
SLUB KNIT COTTON CROPPED T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/slub-knit-cotton-cropped-t-shirt-p04174820.html,White,"CROPPED - ROUND NECK - SHORT SLEEVES

Cropped T-shirt made of 100% cotton. Featuring a round neck, short drop-shoulder sleeves and chest patch pocket."
SLUB KNIT COTTON CROPPED T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/slub-knit-cotton-cropped-t-shirt-p04174820.html,White,"CROPPED - ROUND NECK - SHORT SLEEVES

Cropped T-shirt made of 100% cotton. Featuring a round neck, short drop-shoulder sleeves and chest patch pocket."
SLUB KNIT COTTON CROPPED T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/slub-knit-cotton-cropped-t-shirt-p04174820.html,White,"CROPPED - ROUND NECK - SHORT SLEEVES

Cropped T-shirt made of 100% cotton. Featuring a round neck, short drop-shoulder sleeves and chest patch pocket."
SLUB KNIT COTTON CROPPED T-SHIRT - White | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/slub-knit-cotton-cropped-t-shirt-p04174820.html,White,"CROPPED - ROUND NECK - SHORT SLEEVES

Cropped T-shirt made of 100% cotton. Featuring a round neck, short drop-shoulder sleeves and chest patch pocket."
RIBBED HALTER CROP TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-halter-crop-top-p04174364.html,Black,Halter top with ribbed fabric and a visible seam on the back.
RIBBED HALTER CROP TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-halter-crop-top-p04174364.html,Black,Halter top with ribbed fabric and a visible seam on the back.
RIBBED HALTER CROP TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-halter-crop-top-p04174364.html,Black,Halter top with ribbed fabric and a visible seam on the back.
RIBBED HALTER CROP TOP - Black | ZARA Germany,7.95 EUR,https://www.zara.com/de/en/ribbed-halter-crop-top-p04174364.html,Black,Halter top with ribbed fabric and a visible seam on the back.
SLEEVELESS RIBBED TOP - Beige-pink | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/sleeveless-ribbed-top-p04174452.html,Beige-pink,"SLIM FIT - ROUND NECKLINE - NORMAL LENGTH - SLEEVELESS

Sleeveless top made of a spun viscose blend with a round neck."
SLEEVELESS RIBBED TOP - Beige-pink | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/sleeveless-ribbed-top-p04174452.html,Beige-pink,"SLIM FIT - ROUND NECKLINE - NORMAL LENGTH - SLEEVELESS

Sleeveless top made of a spun viscose blend with a round neck."
SLEEVELESS RIBBED TOP - Beige-pink | ZARA Germany,15.95 EUR,https://www.zara.com/de/en/sleeveless-ribbed-top-p04174452.html,Beige-pink,"SLIM FIT - ROUND NECKLINE - NORMAL LENGTH - SLEEVELESS

Sleeveless top made of a spun viscose blend with a round neck."
MINIMALIST MERCERISED THREAD T-SHIRT - Black | ZARA Germany,19.95 EUR,https://www.zara.com/de/en/minimalist-mercerised-thread-t-shirt-p01165106.html,N/A,"MID WEIGHT - LOOSE FIT - V-NECKLINE - NORMAL LENGTH - SHORT SLEEVES

T-shirt made of 100% spun cotton. V-neckline and short sleeves."
WIDE-RIBBED TOP - White | ZARA Germany,12.95 EUR,https://www.zara.com/de/en/wide-ribbed-top-p04174655.html,White,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Round neck sleeveless top made of a spun cotton blend."
WIDE-RIBBED TOP - White | ZARA Germany,12.95 EUR,https://www.zara.com/de/en/wide-ribbed-top-p04174655.html,White,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Round neck sleeveless top made of a spun cotton blend."
WIDE-RIBBED TOP - White | ZARA Germany,12.95 EUR,https://www.zara.com/de/en/wide-ribbed-top-p04174655.html,White,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Round neck sleeveless top made of a spun cotton blend."
WIDE-RIBBED TOP - White | ZARA Germany,12.95 EUR,https://www.zara.com/de/en/wide-ribbed-top-p04174655.html,White,"SLIM FIT - ROUND NECK - NORMAL LENGTH - SLEEVELESS

Round neck sleeveless top made of a spun cotton blend."
WASHED SLUB COTTON T-SHIRT - Black | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-slub-cotton-t-shirt-p03253845.html,Black,"REGULAR FIT - ROUND NECK - STANDARD LENGTH - LONG SLEEVE 

T-shirt made of 100% washed cotton. Round neck and long sleeves. Polo-style button fastening on the front.

Due to the dyeing and washing process, the colour of each garment is unique and special, so it may differ from what is shown in the photo."
WASHED SLUB COTTON T-SHIRT - Black | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-slub-cotton-t-shirt-p03253845.html,Black,"REGULAR FIT - ROUND NECK - STANDARD LENGTH - LONG SLEEVE 

T-shirt made of 100% washed cotton. Round neck and long sleeves. Polo-style button fastening on the front.

Due to the dyeing and washing process, the colour of each garment is unique and special, so it may differ from what is shown in the photo."
WASHED SLUB COTTON T-SHIRT - Black | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-slub-cotton-t-shirt-p03253845.html,Black,"REGULAR FIT - ROUND NECK - STANDARD LENGTH - LONG SLEEVE 

T-shirt made of 100% washed cotton. Round neck and long sleeves. Polo-style button fastening on the front.

Due to the dyeing and washing process, the colour of each garment is unique and special, so it may differ from what is shown in the photo."
WASHED SLUB COTTON T-SHIRT - Black | ZARA Germany,17.95 EUR,https://www.zara.com/de/en/washed-slub-cotton-t-shirt-p03253845.html,Black,"REGULAR FIT - ROUND NECK - STANDARD LENGTH - LONG SLEEVE 

T-shirt made of 100% washed cotton. Round neck and long sleeves. Polo-style button fastening on the front.

Due to the dyeing and washing process, the colour of each garment is unique and special, so it may differ from what is shown in the photo."
